id,risk_score,risk
74652,0,0
65,1,1
6392,9.375,5
1709,12.5,5
3510,5,5
1086,5,5
45492,0,0
4028,10,5
4043,21,5
5054,16.25,5
1240,7.5,5
225,1,1
1067,7.5,5
1552,5,5
7231,20,5
1420,13.125,5
7951,5,5
39483,0,0
3242,12.5,5
4181,5,5
1889,21.875,5
6978,11.5,5
3304,7.5,5
6099,7.5,5
9093,5,5
9051,5,5
5411,8.75,5
9808,5,5
8357,11.875,5
4559,11.25,5
4000,17.375,5
67130,0,0
2716,5,5
6798,10,5
1700,11.875,5
6879,5,5
1842,7.5,5
7183,8.75,5
9918,7.5,5
5535,5,5
1713,7.5,5
6228,5,5
2395,5,5
9278,7.5,5
9204,8.75,5
6356,5,5
6429,5,5
9575,7.5,5
7420,8.75,5
3097,5,5
3236,8.75,5
1206,13.125,5
4228,7.5,5
44697,0,0
7563,8.75,5
9900,5,5
9695,14.375,5
9485,5,5
7347,10.625,5
7422,15.25,5
1084,12.5,5
2726,7.5,5
7169,11.25,5
5198,5,5
1513,5,5
6847,5,5
4669,7.5,5
6284,11.875,5
7864,18.5,5
1830,9.375,5
7640,9.625,5
7176,5,5
4248,20.375,5
4062,7.5,5
2175,5,5
3065,7.5,5
394,2,2
6892,11.25,5
1886,7.5,5
877,5,5
7360,9.75,5
6542,17.125,5
6629,5,5
1057,5,5
9365,5,5
2259,7.5,5
3668,7.5,5
2043,5,5
1578,5,5
741,16.875,5
2608,10,5
2918,7.5,5
4732,8.75,5
3192,25.625,5
8995,15.625,5
6335,7.5,5
3099,11.875,5
4398,5,5
9320,13.75,5
9776,7.5,5
8999,5,5
9387,10,5
2632,5,5
9102,5,5
6510,7.5,5
1591,7.5,5
9611,9.375,5
3873,5,5
6457,8.75,5
3843,5,5
4507,5,5
7148,5,5
8565,21.875,5
9301,14.25,5
2413,8.75,5
1244,5,5
1925,5,5
4996,5,5
2908,8.75,5
9872,11.25,5
7673,8.75,5
8147,28.75,5
2574,9.25,5
5553,5,5
1109,18.125,5
4289,5,5
3261,5,5
6517,8.75,5
559,7,7
7530,7.5,5
2564,5,5
2185,10.25,5
4974,13.25,5
6458,16.5,5
9683,5,5
8718,12.125,5
8553,5,5
3098,8.75,5
1347,5,5
352,6.25,0
9368,11.25,5
2019,5,5
9718,11.25,5
7643,5,5
5857,9.375,5
4449,5,5
5022,9.375,5
782,12.25,6
7824,5,5
9995,5,5
5599,5,5
1918,5,5
7207,10.625,5
379,12.375,3
3935,18.75,5
7215,5,5
4995,12.875,5
6329,13.75,5
9154,6,5
6512,5,5
7664,19.875,5
8462,8.75,5
6717,12.375,5
8431,5,5
7267,15.625,5
1252,5,5
3507,5,5
2758,5,5
7161,8.75,5
2926,10,5
1773,5,5
3167,5,5
7544,7.5,5
8744,5,5
574,16.375,6
6402,13.125,5
7013,13.75,5
8179,5,5
1897,8.75,5
1957,8.75,5
5052,10.625,5
7093,5,5
6758,5,5
8701,5,5
4464,5,5
3057,13.125,5
7541,14.375,5
9686,12.5,5
7014,7.5,5
3993,16.875,5
6033,5,5
3898,5,5
8279,7.5,5
7574,5,5
718,14.75,6
8082,7.5,5
1695,5,5
3491,5,5
9043,5,5
4594,5,5
5134,7.5,5
613,7.5,5
3902,13.125,5
9109,5,5
5986,18.125,5
3895,14.375,5
8502,5,5
1445,18.75,5
5048,5,5
307,13.625,3
5450,12.5,5
1500,10,5
475,7.375,3
6464,21,5
4262,5,5
2161,13.75,5
9911,20.125,5
6348,5,5
7316,5,5
1208,5,5
6214,5,5
9446,12.5,5
2940,5,5
5590,7.5,5
1927,5,5
3788,5,5
845,7.5,5
8775,20.875,5
4093,5,5
136,2.5,0
198,6,6
9568,28.125,5
1796,10.625,5
3903,10.625,5
7779,5,5
8464,10.625,5
9266,5,5
3669,5,5
5910,9.375,5
9056,7.5,5
16492,0,0
4567,17,5
5361,5,5
290,4.5,2
7083,7.5,5
5251,7.5,5
3039,5,5
943,5,5
3871,7.5,5
1847,10,5
7136,12.875,5
5554,11.375,5
4525,16.25,5
4067,7.5,5
6813,5,5
8276,5,5
1921,5,5
4441,8.75,5
5049,13.25,5
7020,7.5,5
620,4,4
5602,5,5
7361,19.125,5
2086,9.875,5
580,4,4
4793,10,5
6943,10,5
1736,5,5
3805,5,5
7177,9.375,5
5796,11.5,5
8955,14.375,5
6878,20,5
498,2,2
9237,7.5,5
5561,5,5
6408,13.5,5
7086,13.75,5
7162,5,5
1415,5,5
6299,10,5
2993,11.875,5
1524,7.5,5
8634,7.5,5
8717,5,5
1756,23.75,5
3679,11.25,5
762,6.375,2
331,12.375,3
2760,5,5
8399,5,5
7381,5,5
8458,8.75,5
9675,13.125,5
6404,7.5,5
5559,9.375,5
4803,10,5
5496,5,5
7469,5,5
3205,5,5
3424,7.5,5
2781,5,5
3212,5,5
5373,10,5
6997,8.75,5
4282,7.5,5
5775,7.5,5
4645,11.875,5
265,16.625,1
5743,5,5
2411,7.5,5
9022,5,5
7631,10.625,5
7568,9.375,5
9392,8.625,5
583,7,7
7453,5,5
3829,5,5
8401,10,5
2466,7.5,5
1618,5,5
2196,17.5,5
8520,9.375,5
4857,12.5,5
8830,7.5,5
9703,9.375,5
1279,20,5
3938,5,5
469,5,5
6636,5,5
7686,8.75,5
5900,7.5,5
5994,5,5
74,5.75,2
6123,5,5
5171,11.5,5
5319,5,5
7897,16.25,5
9806,8.75,5
3136,8.75,5
72,5.625,0
3298,20,5
767,9.5,7
8230,8.75,5
3203,5,5
5844,5,5
4233,5,5
5126,13.625,5
2730,7.5,5
5335,10,5
137,5.375,1
5548,15.5,5
6563,15,5
3762,7.5,5
3260,7.5,5
8635,13.125,5
7280,11.875,5
2799,14.75,5
534,12.875,6
9962,12.5,5
19311,0,0
586,20.75,2
2896,7.5,5
4573,5,5
5727,12.5,5
2587,8.5,5
9537,5,5
4059,5,5
1100,5,5
4272,7.5,5
863,25,7
1728,5,5
6249,7.875,5
1470,13.75,5
424,4.5,0
9250,10.75,5
8444,5,5
7720,7.5,5
9293,5,5
112,13.625,0
3922,14.25,5
9545,9.25,5
6571,10.625,5
9420,5,5
3933,5,5
3550,5,5
991,10.625,5
3494,5,5
6831,12,5
4626,9.625,5
8267,9.375,5
6851,10,5
3074,5,5
5809,11.25,5
42,6.375,2
1710,11.875,5
6834,12.5,5
1994,13.75,5
5360,10,5
2025,5,5
9144,7.5,5
2177,7.5,5
4668,17.75,5
4462,9,5
7113,5,5
3334,5,5
4778,10.625,5
7826,7.5,5
2488,10.625,5
5971,10,5
3545,14.875,5
9873,8.75,5
9681,5,5
9000,9.375,5
7111,5,5
5717,7.5,5
6117,9.375,5
8709,11.25,5
2460,10.625,5
2533,7.5,5
59562,0,0
2134,5,5
2181,5,5
3519,10.875,5
53,7.5,5
2819,5,5
5568,13.5,5
6379,5,5
4253,5,5
3973,16.375,5
6990,5,5
8875,5,5
2400,7.5,5
8073,7.5,5
8326,5,5
9608,7.5,5
4412,10,5
3971,8.75,5
3493,8.75,5
7342,23.125,5
2151,15.75,5
8870,10.875,5
9966,15,5
6147,13.125,5
5101,5,5
6527,7.5,5
625,3.5,1
7335,13,5
388,13.125,4
495,7,7
6632,9.375,5
9560,5,5
2951,13.875,5
4580,5,5
7101,5,5
6104,5,5
2020,5,5
9477,12.5,5
8977,11.875,5
1601,5,5
9139,5,5
6059,9.375,5
4546,17,5
6245,20.75,5
2138,13.875,5
8286,7.5,5
6721,11.875,5
2363,9.375,5
2012,5,5
1236,5,5
8758,11.875,5
200,0,0
521,13.5,1
9456,7.5,5
3884,5,5
5546,5,5
2431,5,5
5059,13.125,5
6991,5,5
9680,5,5
9380,11.25,5
428,9,4
5458,30,5
1492,5,5
8876,18.75,5
1290,10,5
2115,16.25,5
6705,5,5
7959,12.375,5
9316,11.5,5
9127,5,5
1273,7.5,5
8109,5,5
8176,18,5
3749,5,5
6328,24.625,5
9453,7.5,5
2232,5,5
8269,11.25,5
1255,16.875,5
6103,13.125,5
6148,13.125,5
5235,11.25,5
9142,5,5
7062,9.25,5
7774,8.875,5
8049,5,5
6107,7.5,5
157,10,5
260,9,4
8915,7.5,5
1335,10,5
7842,5,5
8852,11,5
1249,18.75,5
6686,5,5
4905,7.5,5
2486,7.5,5
2558,7.5,5
2963,5,5
2189,10.625,5
5526,5,5
6702,7.5,5
9343,5,5
6080,10,5
191,14.5,7
6597,5,5
2517,5,5
4853,11.875,5
6198,8.75,5
2998,11.25,5
6595,5,5
9427,7.5,5
5597,22,5
3397,7.5,5
965,5,5
650,7,2
5620,5,5
4480,5,5
1872,5,5
9488,5,5
4401,5,5
7797,5,5
6678,5,5
1209,5,5
9898,7.5,5
852,6.5,4
3256,8.75,5
8004,5,5
805,9,5
2261,10,5
1617,5,5
2190,16.375,5
6172,10.375,5
8467,8.75,5
6427,21.875,5
2788,5,5
4760,5,5
9194,15,5
3001,17.5,5
4029,7.5,5
9418,7.5,5
1963,7.5,5
3870,20,5
5018,10.875,5
1723,5,5
9726,5,5
9922,12.5,5
3398,7.5,5
4312,5,5
4696,9.375,5
1854,5,5
9859,5,5
1448,16.25,5
5956,5,5
7567,5,5
3576,12.5,5
1908,8.75,5
8789,11.875,5
375,10,7
558,12.875,6
1114,13.375,5
1884,8.25,5
3000,13.75,5
4035,5,5
2006,5,5
7052,7.5,5
2933,7.5,5
1137,5,5
7798,10,5
1272,5,5
7031,9.375,5
7898,5,5
8099,5,5
3882,5,5
9851,9.375,5
8719,5,5
3566,5,5
7153,7.5,5
9341,5,5
4352,11.875,5
1040,5,5
3186,5,5
4865,17.5,5
7834,5,5
6064,5,5
2971,5,5
7119,7,5
5441,5,5
8505,5,5
2881,5,5
1596,10,5
6434,5,5
8316,5,5
4340,5,5
1638,5,5
4324,10,5
4766,5,5
6343,5,5
3088,5,5
7294,5,5
2101,14.375,5
5347,14.375,5
212,14.125,4
480,0,0
1467,5,5
8076,24.875,5
346,2,2
1495,15.125,5
2172,11.25,5
4260,5,5
4129,10.5,5
2959,5,5
7665,5,5
1902,5,5
5386,10.25,5
1684,13.625,5
7457,5,5
2829,12.5,5
9601,5,5
5166,7.5,5
757,18.5,5
5948,5,5
1718,10,5
3044,5,5
2691,7.5,5
6150,16.875,5
7000,13.125,5
8261,5,5
6786,21.875,5
8961,12.125,5
7815,5,5
826,12.625,2
3744,5,5
6789,5,5
2097,8.75,5
284,9.625,4
7633,18.25,5
4397,5,5
9556,10.5,5
4197,18.625,5
5350,7.5,5
7770,8,5
5323,5,5
6962,5,5
5499,14,5
3195,7.5,5
4517,5,5
5894,5,5
5142,21.375,5
3960,7.5,5
408,0,0
3729,9.375,5
3741,13.875,5
2028,17,5
6864,9.375,5
59794,0,0
4438,14.375,5
1579,5,5
8083,11,5
1494,7.75,5
3264,5,5
6139,9.875,5
1193,7.5,5
8721,8.75,5
1000001,0,0
4879,7.5,5
520,0,0
5883,7.5,5
8059,5,5
1058,5,5
7171,5,5
7966,9.375,5
5432,5,5
2573,17.875,5
7379,5,5
1833,5,5
6866,11.875,5
7553,9.375,5
9636,10,5
440,2.5,0
7970,12.5,5
9524,10,5
9152,7.5,5
3283,14.375,5
5275,5,5
4175,11.875,5
5527,13.75,5
7537,21.25,5
6670,7.5,5
4843,5,5
9239,5,5
6755,13.5,5
315,3,3
7190,7.5,5
9088,13.125,5
3916,5,5
2602,7.5,5
5903,8.75,5
1198,10,5
9005,15.625,5
1233,7.5,5
8639,5,5
6528,5,5
1797,8.875,5
510,12.25,6
3401,16.25,5
3363,9.375,5
8779,14.625,5
210,2,2
1029,5,5
1287,5,5
1176,5,5
4012,13.75,5
4183,10,5
6803,11.25,5
1020,16.75,5
7688,5,5
6581,17.5,5
7938,10.75,5
6735,8.25,5
3998,14.625,5
3297,20.625,5
9449,11.125,5
4729,15.625,5
4074,5,5
4812,15,5
8347,18.125,5
1614,11.25,5
5266,9.375,5
2790,5,5
3684,5,5
1458,7.5,5
1542,10,5
7561,7.5,5
5006,13.125,5
7485,5,5
9091,5,5
4082,5,5
784,0,0
5038,8.625,5
8536,10.375,5
6241,19,5
4691,5,5
5875,5,5
871,7,7
3418,10.625,5
3515,5,5
5089,5,5
411,3,3
8445,5,5
9360,17.875,5
4497,5,5
1491,18.75,5
6447,12.5,5
2123,5,5
2947,5,5
4237,7.5,5
4986,5,5
7400,7.5,5
2731,9.75,5
9114,14.125,5
7376,12.5,5
31,7,7
9756,8.75,5
9730,12.625,5
2174,5,5
3036,11.25,5
9083,5,5
4160,10,5
5692,16.25,5
1782,5,5
2463,13.125,5
1940,20.125,5
9868,15.625,5
2845,16.875,5
1307,9,5
7182,7.5,5
9474,7.5,5
7875,18.125,5
8825,5,5
7890,22.5,5
5755,18.875,5
6368,5,5
5069,7.5,5
4792,7.5,5
3117,5,5
4071,10,5
9143,11.125,5
8056,5,5
9385,7.5,5
6093,7.5,5
1576,17,5
7320,5,5
2183,10,5
1082,8.75,5
2737,22.875,5
2779,7.5,5
1022,10.625,5
5183,14.75,5
163,6.75,3
2626,5,5
2660,9.375,5
4330,11.25,5
8262,5,5
3748,16.125,5
7978,15,5
8439,5,5
9731,21.125,5
2336,13.75,5
8943,5,5
797,8.75,5
5907,10,5
3172,10,5
3194,11.875,5
815,18.5,7
5029,8.75,5
6151,5,5
9466,7.5,5
6213,7.5,5
7071,5,5
3906,15.625,5
9503,5,5
350,16.25,6
9779,9.375,5
9116,7.5,5
33,1,1
5908,20.875,5
4092,7.5,5
4391,10.25,5
5921,5,5
708,4,4
5687,7.75,5
6259,13.125,5
6263,7.5,5
9960,15.25,5
4098,5,5
622,15.625,6
114,13.625,2
7290,7.5,5
5947,11.25,5
2897,5,5
1646,15.875,5
2986,10.625,5
3257,9,5
5631,16.875,5
778,13.5,2
6782,7.5,5
6487,9.875,5
6927,5,5
1582,11.25,5
7648,11.625,5
7730,14.375,5
430,6,6
4156,5,5
682,2,2
6865,5,5
7806,12.125,5
540,10,4
1050,10,5
916,10.75,5
9037,5,5
6290,24.375,5
1317,10,5
8277,5,5
9758,8.25,5
6187,15.25,5
5646,14.5,5
7613,19.375,5
242,11.875,2
366,13,6
3564,5,5
5419,7.5,5
1744,5,5
9242,5,5
9218,7.5,5
3589,5,5
5812,10,5
7397,5,5
1301,7.5,5
3035,13.625,5
1237,11.25,5
8627,5,5
1939,5,5
26802,0,0
2080,17.5,5
8174,10,5
6011,20.625,5
4845,7.5,5
8278,9.375,5
8958,10,5
1989,5,5
6776,10,5
3032,20.875,5
220,4,4
3940,16.5,5
4356,5,5
7960,12.5,5
4916,13.5,5
4946,8.5,5
9596,16.75,5
5557,11.875,5
3485,8.75,5
5118,9.375,5
9698,7.5,5
6819,7.5,5
197,16.125,5
885,10.625,5
5248,13.75,5
2011,5,5
4869,5,5
2243,17.25,5
2107,7.5,5
7498,5,5
2825,9.375,5
6114,7.5,5
8813,5,5
6381,5,5
7383,7.5,5
2627,10,5
3568,7.5,5
1570,5,5
7462,11.25,5
4380,7.5,5
5494,16.5,5
722,2,2
5623,5,5
8759,12.25,5
7646,5,5
5078,11.875,5
4003,7.5,5
8259,10,5
8060,11.25,5
6129,7.5,5
4479,5,5
7281,5,5
748,4,4
719,7,7
2493,10.625,5
2540,9.75,5
287,7,7
2842,5,5
5280,5,5
5820,5,5
6653,13.75,5
1477,8.75,5
4834,5,5
1124,5,5
4593,14.375,5
3559,9.375,5
3833,10.375,5
4264,5,5
737,1,1
7919,12.125,5
789,12.25,5
895,7,7
4887,10,5
8896,8.75,5
5764,5,5
3154,5,5
1642,5.5,5
8954,5,5
9228,8.75,5
3642,5,5
4147,5,5
2329,17.625,5
966,5,5
8110,5,5
6993,13.375,5
5722,5,5
524,8.375,4
6440,10,5
6606,5,5
365,9.375,5
1655,5,5
6149,9.375,5
425,10.75,1
5637,16.25,5
670,8.5,6
5502,5,5
4166,18.125,5
5834,5,5
13028,0,0
995,13.375,5
4200,5,5
5186,5,5
8735,12.5,5
7414,5,5
5440,8.75,5
389,5,5
8196,5,5
5413,11.5,5
5162,8.75,5
4510,8.75,5
8164,7.5,5
8540,8.5,5
9950,5,5
2288,23.125,5
3720,19.125,5
1300,5,5
494,17.25,6
490,2,2
3041,5,5
7314,5,5
4993,5,5
864,0,0
4523,13.125,5
5774,7.5,5
2855,25.875,5
9644,8.75,5
4553,5,5
3364,6,5
4932,5,5
7125,5,5
9198,15,5
9996,5,5
5598,9.375,5
5622,5,5
5409,5,5
8666,5,5
2724,7.5,5
6590,7.5,5
930,14.25,5
2418,5,5
1368,8.75,5
79,16.375,7
4335,21.25,5
5050,10.625,5
6936,5,5
1155,15.625,5
893,9.875,5
6138,5,5
9836,9.375,5
9168,5,5
7509,5,5
6685,13.75,5
7517,7.5,5
4907,5,5
4880,5,5
3569,7.5,5
6184,7.5,5
1466,20,5
5981,5,5
5697,11.875,5
6296,5,5
3071,9.375,5
715,3,3
4851,10,5
6193,9.375,5
6774,5,5
3231,8.75,5
9869,7.5,5
8796,15,5
2401,9.375,5
9750,21,5
2546,5,5
3308,5,5
3150,5,5
4049,10.625,5
7794,7.5,5
7468,9.375,5
7197,5,5
1915,16.25,5
3583,15.625,5
6533,5,5
4595,10,5
5682,10,5
5566,7,5
5663,5,5
5642,13.625,5
4376,7.5,5
1526,14.625,5
626,4.5,2
974,5,5
468,9,4
7659,7.5,5
9408,5,5
9354,5,5
7889,9.875,5
5213,15,5
8215,7.5,5
7750,5,5
8481,7.5,5
73,1,1
2772,5,5
87,11.875,7
3207,15.625,5
8654,10,5
32285,0,0
8828,13.75,5
9319,7.5,5
9391,12.5,5
6491,8.75,5
4531,5,5
434,2,2
5211,15,5
6806,5,5
3078,16.875,5
6877,5,5
8950,11.875,5
9357,5,5
2784,7.5,5
6261,5,5
6403,7.5,5
3716,8.75,5
4355,7.5,5
4476,13.75,5
8203,11.25,5
686,6,6
7868,5,5
890,9.625,2
5984,9.75,5
9581,5,5
1508,5,5
6116,5,5
1135,7.5,5
9882,5,5
4828,10,5
2592,10,5
2450,13.125,5
243,8.625,3
5955,5,5
141,12.5,5
1413,10,5
6593,5,5
7857,14,5
1044,13.875,5
4016,5,5
3229,5,5
173,19.375,5
7358,5,5
8784,9.5,5
7430,7.5,5
4102,5,5
2133,12,5
240,5.625,0
3968,16.875,5
4637,8.75,5
4448,5,5
9884,5,5
6485,11.25,5
5591,5,5
8118,14.375,5
4994,5,5
9419,5,5
7081,12.75,5
7144,16.25,5
8726,5.5,5
6937,5,5
7106,7.5,5
515,3,3
643,8,3
2932,5,5
5518,10.125,5
2837,21.375,5
148,4,4
2541,7.5,5
5782,10,5
4909,5,5
2141,17.625,5
5445,10.625,5
8102,7.5,5
8902,6.75,5
6177,8.75,5
6547,7.5,5
1891,14.5,5
180,7.75,4
1217,7.5,5
9748,5,5
21913,0,0
7511,8.75,5
7891,10.375,5
9283,11.875,5
12,7,4
2042,8.75,5
6759,5,5
6477,9.375,5
5801,18,5
4103,5,5
2585,11.75,5
6097,26.5,5
7344,12.5,5
8283,11.875,5
6895,5,5
5746,7.5,5
5666,16.25,5
9770,5,5
618,4.5,2
7907,5,5
5039,11.125,5
7854,9.375,5
8025,5,5
473,12.375,1
6529,18.125,5
7164,14.375,5
5500,5,5
5706,19,5
9429,13.75,5
7936,5,5
1525,7.25,5
7777,9.375,5
3588,5,5
5311,5,5
5945,8.75,5
5485,5,5
5928,16,5
2338,8.75,5
7221,15.125,5
4657,5,5
4234,5,5
6626,5,5
4881,20.625,5
4396,5,5
7196,13.25,5
4413,10,5
8137,5,5
2722,13.875,5
5867,9.375,5
630,6,6
3385,5,5
339,3,3
8510,19.375,5
720,0,0
8221,15.625,5
8373,5,5
1049,23.625,5
5851,5,5
1687,17.25,5
333,10.625,5
3631,16.25,5
4439,5,5
7548,17.875,5
5942,7.5,5
3893,12.5,5
2316,5,5
8823,10,5
9395,19.375,5
2001,7.5,5
8374,7.5,5
875,3,3
4898,5,5
9903,7.5,5
8000,5,5
915,8.75,5
4597,5,5
4816,14.875,5
3854,21.25,5
3613,13.75,5
4171,15.625,5
4306,5,5
2039,5,5
4045,23.25,5
5477,7.5,5
9461,5,5
7722,7.5,5
5944,11.875,5
1795,10,5
764,4,4
7667,5,5
9336,15.625,5
1511,10,5
5813,5,5
5263,10,5
2394,10,5
721,1,1
3586,5,5
2130,5,5
735,9.5,7
7677,5,5
7666,10,5
9827,7.5,5
4482,11.5,5
518,24.75,6
1670,7.5,5
887,7,7
9594,10,5
8311,5,5
7055,5,5
5878,5,5
3547,10.625,5
4084,11.875,5
2087,11.875,5
2647,22.125,5
9721,5,5
4375,8.75,5
8672,13.125,5
9291,5,5
3688,11.875,5
814,6,6
2746,5,5
6761,9.375,5
6918,5,5
2901,5,5
7528,5,5
569,6.625,1
3601,5,5
6168,12.75,5
9984,11.875,5
1619,5,5
10000008,2.5,0
2027,5,5
4709,5,5
324,8.375,4
3798,5,5
3696,5,5
5636,7.5,5
1380,14.375,5
226,7.625,2
1647,7.5,5
30264,0,0
2973,14.375,5
8737,11.25,5
6344,5,5
6833,5,5
2807,12.5,5
4744,10.875,5
817,5.375,1
504,0,0
80,6.75,0
2509,5,5
4409,10.625,5
6443,5,5
8800,9.375,5
5705,5,5
9117,5,5
693,5,5
7357,14.625,5
8061,5.5,5
340,6.5,4
2780,11.25,5
4268,7.5,5
7010,21.25,5
5372,5,5
2382,10,5
3682,7.5,5
5407,5,5
3171,5,5
5437,12.5,5
3402,7.5,5
7827,7.5,5
5034,5,5
4703,7.5,5
2685,7.5,5
3247,5,5
628,4,4
808,18.125,0
4972,5,5
1609,5,5
4663,11.875,5
8910,24.375,5
4889,7.5,5
199,9.5,7
9724,21.875,5
9930,10,5
8389,11.25,5
1794,16,5
8471,5,5
5366,19.375,5
2630,5,5
423,13.875,7
539,3,3
343,26.375,7
5133,5,5
5105,7.5,5
5713,7.5,5
3358,9.375,5
8607,8.75,5
4833,5,5
2946,10,5
856,15.25,0
8613,9.5,5
843,12.375,3
6325,9.375,5
7645,7.5,5
9788,7.5,5
8355,10.625,5
813,9.75,5
1562,5,5
2570,9.375,5
1062,5,5
3405,12.75,5
9057,10.625,5
636,4,4
1283,12,5
2532,5,5
5849,5,5
6700,5,5
1379,10.125,5
6345,5,5
4288,13.75,5
4610,5,5
4193,8.75,5
3846,15.625,5
9147,7.5,5
5020,16.25,5
6974,12.5,5
1558,5,5
9048,5,5
6719,8.75,5
6562,5,5
398,10.375,6
3332,5,5
8247,7.5,5
450,2,2
9150,10,5
8101,5,5
8513,10,5
92,4,4
2356,5,5
8679,7.5,5
7005,7.5,5
7832,11.125,5
7089,15.375,5
4406,19,5
6947,14.375,5
7808,21.875,5
8957,10.875,5
7598,5,5
3593,13.875,5
8736,5,5
834,8.25,2
7259,7.5,5
7870,12.625,5
7924,10,5
3318,8.75,5
9199,11.25,5
9010,9.375,5
231,10.75,7
2523,15,5
5428,5,5
3840,11.875,5
8757,17.875,5
3270,19.375,5
4108,5,5
9136,7.5,5
471,9.5,7
3887,13.125,5
2922,7.5,5
1262,5,5
4353,16.375,5
6545,5,5
5421,7.5,5
5346,5,5
5673,5,5
1605,5,5
4054,9.375,5
5640,9.375,5
796,6.5,4
1589,8.75,5
4310,5,5
7983,5,5
2014,5,5
2380,15,5
1054,5,5
1814,5,5
1277,5,5
3449,14.375,5
2323,5,5
951,22.25,5
5326,5,5
9919,7.5,5
692,15.25,4
1563,5,5
8585,5,5
1345,15.625,5
6374,19.5,5
5592,10.75,5
9156,19.375,5
6682,16.875,5
479,12,7
3981,5,5
1971,5,5
7261,8.75,5
1367,5,5
6101,8,5
8584,5,5
9745,7.5,5
8300,5,5
258,11.375,2
5550,10.625,5
7117,5,5
7099,5,5
787,3,3
4112,14.375,5
5817,7.5,5
4863,5,5
1452,5,5
6243,5,5
7492,14.375,5
4246,21.5,5
5582,11.25,5
4271,8.5,5
8732,5,5
6753,5,5
2309,13.125,5
5464,10,5
8019,11.875,5
8979,5,5
1371,7.5,5
2821,7.5,5
3797,5,5
2840,5,5
298,2,2
5135,7.5,5
959,5,5
1783,7.5,5
6502,7.5,5
188,4,4
6159,5,5
3773,5,5
276,12.125,4
9469,13.125,5
7560,5,5
7775,5,5
6422,5,5
1841,7.75,5
4373,5,5
3360,15,5
8418,7.5,5
98,2,2
980,9.375,5
4300,10.625,5
2954,33.125,5
1416,19.875,5
42038,0,0
6625,7.5,5
1286,15.125,5
9926,8.75,5
2709,5,5
8854,5,5
528,0,0
2604,5,5
6600,17.125,5
4073,8.75,5
2793,9.375,5
3054,7.5,5
1486,12.5,5
7386,5,5
749,5,5
5510,5,5
8914,5,5
3272,7.5,5
5513,5,5
7939,11.25,5
2596,24,5
5937,8.75,5
7300,5,5
5190,7.5,5
1962,10,5
1133,15,5
2375,16.75,5
3314,13.125,5
5249,7.5,5
8456,11.25,5
9445,7.5,5
1077,11.625,5
6641,7.5,5
8976,5,5
3500,5,5
3258,9.625,5
482,13.375,2
4008,5,5
6390,5,5
2884,7.5,5
671,7,7
3158,21.25,5
4630,5,5
2236,7.5,5
2650,7.5,5
414,6,6
8366,8,5
4322,5,5
9507,8.75,5
3184,5,5
968,16.625,5
5370,5,5
1399,5,5
3704,5,5
9315,5,5
108,4,4
3156,9.375,5
1741,5,5
6628,5,5
6802,8.5,5
247,9.5,7
8838,9.5,5
5815,17,5
3344,5,5
7979,12.5,5
4678,17.5,5
8648,7.5,5
2326,26.25,5
6560,7.5,5
3190,17.75,5
7432,5,5
576,4.375,0
3617,5,5
117,16.875,5
3034,16.875,5
1674,5,5
1997,5,5
9769,5,5
612,6.375,4
972,16.625,5
1537,10,5
1493,5,5
956,16,5
9538,5,5
3522,8.75,5
51208,0,0
8111,5,5
1188,5,5
435,9.875,3
9396,8.75,5
6799,7.5,5
2273,5,5
1703,5,5
1306,9.5,5
2534,9.375,5
655,7,7
8628,13.75,5
7367,5,5
1945,5,5
311,11.375,7
5639,11.875,5
7413,5,5
8310,17.625,5
7656,12.5,5
5164,16.125,5
8916,13.75,5
2081,10,5
5594,16.125,5
3175,5,5
2525,22.5,5
4106,16.25,5
664,11.5,0
9058,7.5,5
3824,5,5
9460,13.125,5
192,15.625,0
2284,11.25,5
7338,7.5,5
5601,15.75,5
848,6.75,0
9672,22.25,5
1091,7.5,5
590,8.5,6
2800,10,5
8437,5,5
2590,14,5
1876,7.5,5
1223,5,5
9856,7.5,5
3919,5,5
9381,8,5
4345,10,5
7863,7.5,5
9486,15,5
274,7,2
75,10.5,3
3693,8.75,5
8356,5,5
8557,9.375,5
1798,5,5
2929,11.875,5
2308,5,5
9489,5,5
5776,14.375,5
9187,5,5
5573,5,5
1238,17.5,5
6419,21.25,5
9689,7.5,5
667,6.75,3
449,7.875,1
9264,7.5,5
9771,12.375,5
3482,7.5,5
3737,10,5
3112,5,5
8715,7.5,5
4489,5,5
6130,7.5,5
4030,10,5
5258,11,5
1421,5,5
1845,7.5,5
1275,5,5
5768,21.875,5
5824,9.375,5
5738,12.5,5
493,12.125,5
639,18.25,7
997,9,5
4563,11.25,5
9847,5,5
7268,11.25,5
3139,13.25,5
9012,16.875,5
6012,9.375,5
999,14.625,5
1263,5,5
4998,12,5
6195,15,5
6698,5,5
5780,7.5,5
1560,13,5
1702,11.5,5
6341,15.625,5
2614,5,5
8549,5,5
4081,13.125,5
2985,11.875,5
3612,5,5
9206,5,5
9694,12.875,5
1268,22.75,5
2289,9.375,5
9065,9.375,5
92475,0,0
3359,5,5
896,0,0
81,8.5,1
9491,13.125,5
1163,9.375,5
2384,14.75,5
8384,15.875,5
5765,5,5
1035,5,5
7359,11.25,5
8499,15.25,5
2452,5,5
1005,5,5
1293,5,5
2577,21.5,5
7210,5,5
29528,0,0
1983,12.5,5
4487,7.5,5
4077,24,5
